SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
183,CT5066,504_40981_SrikalahastiRS_RTEL_CT5066,2G+3G,NSN,553_36211_SKHT-RailwayStation_RTEL_CT5066,13.74617,79.68356,E-City,Srikalahasti,Srikalahasti,RC,Room,5378.0,SRIKALAHASTI RAILWAY STATION SRI KALA HASTI VILL; DIST. CHITOOR.,Tirupati,SRI KALAHASTHI,517644.0,IP-RTEL,Railtel,Railtel_Srikalahasti,GBT,60.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/7/2015,S12K_ID,3.0,4-4-4,45/180/270,,DMW,,,NEW NEC,0.6 m,BSC67-15_SrikalhastiMW_CT2069A,E1,1.0,,67.0,Tirupati,VII,10/27/2016,45/180/270,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2069,FE,,Tiruapti,50Mbps,553.0,CT5066,CT5066,,,,,,,,,2015745927@G/FXW/HYD/2892025/2015]@dated8/10/2015,040818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,040818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
184,CT5067,504_40991_Reserviorcolony_VIOM_CT5067,2G+3G,ZTE,346_6033_Reservoir-Colony_VIOM_CT5067A,13.63763,79.41022,DHQ,TIRUPATI,Tirupati (Urban),SH,Shelter,5383.0,"4-4-468,nehru street , reservior colony , tirupati,chitoor district",tirupati,CHANDRAGIRI,517501.0,IP-VIOM,VIOM Networks,ANPCHI1527,RTT,15.0,28.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/18/2014,S12K_ID,3.0,4-4-4,75/170/285,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,9/23/2016,75/170/285,RRH,3.0,28.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT5067,,,,,,,,,,,,100 Mbps,504.0,180718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
185,CT5068,504_41171_Narayanagiri_Tirumala_CT5068,2G+3G,NSN,553_36553_Narayanagiri_Tirumala_CT5068,13.67914,79.33315,E-City,TIRUMALA,Tirupati (Urban),PP,Room,5383.0,"Narayanagiri Rd,Srihari Padalu,Tirumala,Tirupati, Andhra Pradesh 517504",Tirupati,CHANDRAGIRI,517504.0,IP-Railtel,Railtel,Railtel_Tirumala2,GBT,40.0,15.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/19/2015,MTC_ID,3.0,4-4-4,30/80/120,,DMW,,,NEW NEC,0.6 m,283_41_TPT_Tirumala_CT2017A,FE,,65 Mbps,504.0,Tirupati,VIII,9/10/2015,30/80/120,RRH,3.0,15.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2017,FE,,Tiruapti,100 Mbps,553.0,,,,,,,,,,,2015745922@G/FXW/HYD/2892024/2015@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,,,,,
186,CT5071,505_53351_Durgangrcly_ATC_CT5071,2G+4G,NSN,4G_36223_DurganagarColony_ATC_CT5071,13.19509,79.08821,E-City,CHITTOOR,Chittoor,,Shelter,5421.0,H no:4-1974/1;;Durganagar colony;Chittor;A.P-517001,Chittoor,CHITTOOR,517001.0,IP-ATC,ATC,AP/CH/BS/10746,RTT,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,10/9/2013,S12K_ID,3.0,4-4-4,75/200/330,,DMW,,,NEW NEC,0.6 m,BSC60-20_BalmurganDiry_CT2103B,E1,1.0,,60.0,Tirupati,VII,4/4/2014,75/200/330,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2103,FE,,Tiruapti,45Mbps,4.0,CT5071,CT5071,,,,,,,,,2015812478@G/FXW/HYD/3156704/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,"190718-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"190718-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
187,CT5072,505_53361_BANS-Hotel_ATC_CT5072,2G+4G,NSN,4G_36231_BANSHotel_ATC_CT5072,13.23634,79.08702,E-City,CHITTOOR,Chittoor,NH,Shelter,5421.0,"H.No.1-81, Openpally Colony, Areagundla Road, Chittoor town & District-517501.",Chittoor,CHITTOOR,517001.0,IP-ATC,ATC,AP/CH/BS/10747,RTT,18.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,11/13/2013,BTS18K_ID,3.0,4-4-4,350/160/230,,DMW,,,NEW NEC,0.6 m,BSC60-27_CTR_Santhpeta_CT2004B,E1,1.0,,60.0,Tirupati,V.1,3/29/2014,350/160/230,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2004,FE,,Tiruapti,100Mbps,4.0,CT5072,CT5072,,,,,CT5072,,,,2015813418@G/FXW/HYD/3156712/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,170718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,170718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
188,CT5073,505_53371_Basinkonda_ATC_CT5073,2G+4G,NSN,4G_36243_Basinkonda_ATC_CT5073,13.54615,78.51408,E-City,BASINKONDA,Madanapalle,,Shelter,5392.0,"MR. B. ANURADHAH.NO.17/91-4-4-A-1,RAJIV COLY, PUNGANURROAD, MADNAPALLI 517330",Rajampet,MADANAPALLI,517325.0,IP-ATC,ATC,AP3095,RTT,24.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,6/18/2014,BTS18K_ID,3.0,4-4-4,10/140/250,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,8/17/2016,10/140/250,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5073,CT5073,,,,,CT5073,,,,,130718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,130718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
189,CT5074,505_53381_Pnganr-Kothaindlu_ATC_CT5074,2G+4G,NSN,4G_36252_Punganoor_Kothaindlu_CT5074,13.37292,78.56868,E-City,Punganur,Punganur,NH,Shelter,5415.0,"H.No.28-15-5, Kothindlu, Madanapai Road, Punganoor, Chittoor District-517247",Chittoor,PUNGANUR,517247.0,IP-ATC,ATC,AP/CH/BS/10749,RTT,18.0,24.0,Dual,Agisson,NSN,VII,10/9/2013,BTS18K_ID,3.0,4-4-4,340/60/180,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,8/19/2014,340/60/180,RRH,3.0,24.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5074,CT5074,,,,,CT5074,,,,,060818YES(FE+MADM(PLM)+MADM(STR)+PE1(2-2-35),100 Mbps,505.0,060818YES(FE+MADM(PLM)+MADM(STR)+PE1(2-2-35),PUG,,
190,CT5075,504_41001_Poyya_VIOM_CT5075,2G,,,13.78595,79.75554,Rural,POYYA,Thottambedu,NH,Shelter,5379.0,sy no.141/4; near stone crusier; poyya village; thottambedu mandal; chittor dist.;address;address;517642,Tirupati,SRI KALAHASTHI,517642.0,IP-VIOM,VIOM Networks,ANPCHI1657,GBT,40.0,34.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/30/2014,S12K_ID,3.0,4-4-4,60/220/280,,DMW,,,NEW NEC,0.6 m,BSC67-07_Peddakannali_CT2275B,E1,1.0,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5075,,,,,,,,,,2015813441@G/FXW/HYD/3156718/2016@K-19012/G/FXW/HYD/3156337/201-CFA 26/2/16,,,504.0,030818-YES-(E1+TRP-MADM+STR-STM),STD,,
191,CT5076,505_53391_Palamaneru_VIOM_CT5076,2G+4G,NSN,4G_36263_Palmaner_VIOM_CT5076,13.20041,78.74945,E-City,PALAMANERU,Palamaner,NH,Shelter,5422.0,"D.No.1-55, Pathapeta, Masid street,Palananeru Mandal, Chittor",Chittoor,PALMANER,517408.0,IP-VIOM,VIOM Networks,ANPQRL0184,GBT,40.0,32.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/18/2014,BTS18K_ID,3.0,4-4-4,60/180/330,,DMW,,,NEW NEC,0.6 m,BSC70-49_Palamaneeru_CT2060A,E1,1.0,,70.0,Tirupati,VII,8/23/2016,60/180/330,RRH,3.0,32.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2060,FE,,Tiruapti,45 Mbps,4.0,CT5076,CT5076,,,,,CT5076,,,,2015814145@G/FXW/HYD/3156781/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,050818YES(FE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),100 Mbps,505.0,050818YES(FE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),PLM,,
192,CT5077,505_53401_YellamandaCross_ATC__CT5077,2G+4G,NSN,4G_36271_YelamandaCross_ATC_CT5077,13.66482,78.94425,E-City,Piler,Pileru,,OD Plinth,5386.0,"Sy.No 590, Plot No 11&12,Durga Nagar, Kadapa Road,Piler V & M, Chittoor Dist,",Rajampet,PILER,517214.0,IP-ATC,ATC,AP/CH/BS/10751,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/12/2013,S12K_OD,3.0,4-4-4,160/240/320,,OFC,FE,,,,,,,,68.0,Tirupati,VII,9/6/2016,160/240/320,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,70 Mbps,,,,,,Tiruapti,,4.0,CT5077,CT5077,,,,,,,,,2015813983@G/FXW/HYD/3156769/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,160818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),70 Mbps,505.0,160818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),PIL,,
193,CT5079,504_41021_YSR-Dcolony_ATC_CT5079,2G+3G,ZTE,346_6039_YSRD-Colny_ATC_CT5079A,13.61373,79.46383,DHQ,Tirupati,Tirupati (Rural),NH,OD Plinth,5375.0,"SY.NO.188/1, DAMINEDU VILLAGE, TIRUCHUNUR POST, TIRUPATHI, CHITTOOR DIST-517520.",Tirupati,CHANDRAGIRI,517504.0,IP-ATC,ATC,AP/CH/BS/11111,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,12/4/2013,S12K_OD,3.0,4-4-4,50/110/240,,DMW,,,NEW NEC,0.6 m,BSC58-19_TRP_Renigunta_CT2023A,E1,1.0,,58.0,Tirupati,VII,8/17/2016,50/110/240,OD,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2023,FE,,Tiruapti,60Mbps,346.0,CT5079,,,,,,,,,,2015812361@G/FXW/HYD/3156695/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,,100 Mbps,504.0,110718-YES-(DMW+GE+CDR_PTN-FX3/9+NIB-4/5+PE-GE1(2-2-19)),TRP,,
194,CT5080,504_41181_OCTOPUS_CT5080,2G+3G,NSN,553_36563_Octopus_CT5080,13.67661,79.352,E-City,Tirumala,Tirupati (Urban),PP,Room,5383.0,"OCTOPUS CAMPUS, TIRUMALA",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5080,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/30/2014,MTC_ID,3.0,4-4-4,40/200/290,,OFC,FE,65 Mbps,,,,,,,504.0,Tirupati,VIII,8/19/2014,40/200/290,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,,,,,,,,,,,,,100 Mbps,,,,,
195,CT5082,504_41031_RMallavaram_CT5082,2G+3G,NSN,553_36293_Rmallavaram_CT5082,13.66836,79.56335,Rural,RMallavaram,Renigunta,NH,OD Plinth,5376.0,"Shree Institute of Technical Education,Krishnapuram(v), Renigunta",Tirupati,SRI KALAHASTHI,517619.0,NBSNL,BSNL Infra,CT5082,GBT,40.0,38.0,Mono,AGISSON,NSN,VII,6/12/2014,S12K_OD,3.0,4-4-4,40/150/240,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/9/2017,40/150/240,RRH,3.0,37.0,Mono,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,70 Mbps,,,,,,Tiruapti,,553.0,CT5082,CT5082,,,,,,,,,,140818-YES-(GE+RENI_PTN3/11+NIB-4/5+PE-GE1(2-2-19)),70 Mbps,504.0,140818-YES-(GE+RENI_PTN3/11+NIB-4/5+PE-GE1(2-2-19)),STD,,
196,CT5084,504_41041_ALScheckpost_CT5084,2G,,,13.6465,79.40215,DHQ,TIRUPATI,Tirupati (Urban),SH,Room,5383.0,"ALScheckpost,Police Control room,Alipiri Check post, Alipiri , Tirupati-517501",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5084,MARR-1,10.0,15.0,Mono,OMNIGSM,NSN,VII,1/29/2015,S8K_ID,3.0,2-0-0,360,,DMW,,,HUAWEI,0.6 m,BSC58-16_TRT_Alipiri_CT2073A,E1,1.0,,58.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5084,,,,,,,,,,2015725566@G/FXW/HYD/2892448/2015@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,,504.0,030918-YES-(E1+TRP-MADM+CAR-STM),TRP,,
197,CT5088,504_41192_SANNIDHANAM_CT5088,2G+3G,NSN,553_36572_SANNIDHANAM_CT5088,13.67174,79.34921,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"sannidanam,sannidanam guest house , tirumala, tirupati-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5088,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,2/9/2016,MTC_ID,3.0,4-4-4,0/100/200,,DMW,,,NEW NEC,0.6 m,283_46_OCTOPUS_CT5080A,FE,,65 Mbps,504.0,Tirupati,VIII,5/30/2016,0/100/200,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT5080,FE,,Tiruapti,100 Mbps,553.0,,,,,,,,,,,2015122969@G/FVC/HYD/3381980/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
198,CT5089,504_41202_Koustubham_CT5089,2G+3G,NSN,553_36531_Koustubham_CT5089,13.68016,79.35332,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"koustubam,Koustubam guest house , tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5089,RTP,9.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,11/17/2015,MTC_ID,3.0,4-4-4,0/80/140,,DMW,,,NEW NEC,0.6 m,283_43_Sudharshan_Tirumala_CT2070A,FE,,65 Mbps,504.0,Tirupati,VIII,1/4/2016,0/80/140,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2070,FE,,Tiruapti,66Mbps,553.0,,,,,,,,,,,2015122942@G/FVC/HYD/3381979/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
199,CT5090,504_41212_AKASAGANGA_CT5090,2G+3G,NSN,553_36582_AKASA_GANGA_CT5090,13.7041,79.34438,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"Akashaganga,Akashaganga near papavinasanam ,Tirumala517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5090,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,10/16/2016,MTC_ID,3.0,4-4-4,0/140/260,,DMW,,,NEW NEC,0.6 m,283_46_OCTOPUS_CT5080A,FE,,65 Mbps,504.0,Tirupati,VIII,10/16/2016,0/140/260,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT5080,FE,,Tiruapti,60Mbps,553.0,,,,,,,,,,,2016662566@G/FVC/HYD/3611831/2017@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
200,CT5091,504_41222_MOKALLAMITTA_CT5091,2G+3G,NSN,553_36593_MOKALLAMITTA_CT5091,13.66742,79.35382,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"Mokalla mitta,Mokallamitta, Uproad , Tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5091,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,10/5/2016,MTC_ID,3.0,4-4-4,20/120/250,,OFC,FE,65 Mbps,,,,,,,504.0,Tirupati,VIII,10/5/2016,20/120/250,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,,,,,,,,,,,,,100 Mbps,,,,,
201,CT5092,504_41051_SPMCollege_CT5092,2G+3G,ZTE,346_5853_TRP_SPMCollege_CT5092A,13.63931,79.40045,DHQ,TIRUPATI,Tirupati (Urban),,Room,5383.0,"Padmavati Medical College,Beside BIRRD Hospital,Tirupati.517501",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5092,RTP,9.0,29.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,1/2/2017,BTS18K_ID,3.0,4-4-4,20/150/240,,DMW,,,NEW NEC,0.6 m,BSC58-16_TRT_Alipiri_CT2073A,E1,1.0,,58.0,Tirupati,VII +,1/2/2017,20/150/240,RRH,3.0,29.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2073,FE,,Tiruapti,100 Mbps,346.0,CT5092,,,,,,CT5092,,,,2016408019@G/FXW/HYD/3755780/2017@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,504.0,190718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
202,CT5093,504_41231_Narayanagiri_GH_CT5093,2G+3G,NSN,553_36602_Narayana_giri_GH_CT5093,13.67971,79.34032,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"SV_Guest_House,SV Guest House , Tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5093,RTP,9.0,27.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,6/9/2016,MTC_ID,3.0,4-4-4,0/70/150,,DMW,,,NEW NEC,0.6 m,283_41_TPT_Tirumala_CT2017A,FE,,65 Mbps,504.0,Tirupati,VIII,6/9/2016,0/70/150,RRH,3.0,27.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2017,FE,,Tiruapti,100 Mbps,553.0,,,,,,,,,,,2016906259@G/FXW/HYD/3504451/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
203,CT5096,504_41251_SPGH_CT5096,2G+3G,NSN,553_36611_SPGH_CT5096,13.67752,79.34565,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"Padmavati_Guest_House,Padmavati Guest House , Tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5096,RTP,9.0,15.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,6/9/2016,MTC_ID,3.0,4-4-4,30/100/240,,DMW,,,NEW NEC,0.6 m,283_46_OCTOPUS_CT5080A,FE,,65 Mbps,504.0,Tirupati,VIII,6/9/2016,30/100/240,RRH,3.0,15.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT5080,FE,,Tiruapti,100 Mbps,553.0,,,,,,,,,,,2016906204@G/FXW/HYD/3504452/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
204,CT5097,504_41061_RRColony_CT5097,2G+3G,ZTE,346_6363_TRP_RRColony_CT5097,13.63541,79.42022,DHQ,Tirupati,Tirupati (Urban),,Room,5383.0,"Reddy&Reddy colony,D.No. 526/527,Reddy&Reddy Colony , Tirupati517501",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5097,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,7/1/2017,BTS18K_ID,3.0,4-4-4,30/230/300,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII +,9/4/2017,30/230/300,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,Optical,,100 Mbps,,,,,,Tiruapti,,346.0,CT5097,,,,,,,,,,,,100 Mbps,504.0,230718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
205,CT5098,505_53411_CTR_Estate_CT5098,2G+4G,NSN,4G_36303_Estate_CT5098,13.22219,79.12708,E-City,CHittoor,Chittoor,,Room,5421.0,"CTR_Estate,27-945/1 ,Industrial estate area chittor -517001",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT5098,MARR,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,9/9/2017,S12K_OD,3.0,4-4-4,70/230/280,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,9/9/2017,70/230/280,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,Optical,,100 Mbps,,,,,,Tiruapti,,4.0,CT5098,CT5098,,,,,,,,,,030718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),100 Mbps,505.0,030718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),CTR,,
206,CT5103,504_41101_SKHTCNIL_CT5103,2G+3G,NSN,553_36373_SKHT-CNIL_CT5103,13.75181,79.70676,E-City,Srikalahasti,Srikalahasti,,Shelter,5378.0,DN.7-437; WAR NO.7 P.V ROAD; SRIKALAHASTI.;address;srikalahasti,Tirupati,SRI KALAHASTHI,517644.0,IP,GTL,APR/RTP/K/15266,RTP,9.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,8/13/2017,BTS18K_ID,3.0,4-4-4,40/150/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/18/2017,40/150/300,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,CT5103,CT5103,,,,,,,,,,270818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,270818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
207,CT5106,504_41091_TRP-SP Office_CT5106,2G+3G,ZTE,346_6367_TRP_SP_Office_CT5106,13.62999,79.41255,DHQ,TIRUPATI,Tirupati (Urban),,Room,5383.0,"SP Office ,Near NTR Circle, Tirupati-517501",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5106,RTP,9.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,,,3.0,4-4-4,60/180/310,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII +,8/29/2019,60/180/300,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT5106,,,,,,,,,,,,100 Mbps,504.0,220718-YES-(FE+TRP-MADM+PE2(2-2-31)),TRP,,
208,CT5107,505_53441_CTR_SBI_CLY_CT5107,2G+4G,NSN,4G_36362_CTR_SBI_CLY_CT5107,13.21831,79.1173,E-City,Chittoor,TIRUPATI,,ROOM,,,Chittoor,CHITTOOR,517001.0,NBSNL,BSNL INFRA,CT5107,MARR-1,,,,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,,7/24/2018,,3.0,4-4-4,,,OFC,,,,,,,,,,,,,,RRH,,,,,,,,100 Mbps,,,,,,,,4.0,,,CT5107,,,CT5107,,,,,,240718-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,240718-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
